case_text,case_type,severity_score,court_level,timestamp,case_type_encoded
Civil suit for recovery of ₹1088700 regarding loan,family_law,0.6,district_court,2024-08-06T10:01:20.028550,8
Criminal complaint under 382 IPC,criminal_trial,0.8,district_court,2024-08-05T10:01:20.028550,7
Petition challenging privacy violation under Article 23 of Constitution,service_matters,0.6,supreme_court,2024-08-03T10:01:20.028550,11
Civil suit for recovery of ₹62482 regarding loan,family_law,0.6,district_court,2024-08-02T10:01:20.028550,8
Criminal appeal challenging conviction under 370 IPC,criminal_appeal,0.7,supreme_court,2024-07-31T10:01:20.028550,5
Police report of criminal intimidation under 428 IPC,criminal_law,0.9,police_station,2024-07-30T10:01:20.028550,6
Police report of cheating under 510 IPC,criminal_law,0.9,police_station,2024-07-30T10:01:20.028550,6
Civil suit for recovery of ₹2889206 regarding goods,criminal_trial,0.8,district_court,2024-07-28T10:01:20.028550,7
Police report of cheating under 492 IPC,criminal_law,0.9,police_station,2024-07-22T10:01:20.028550,6
Police report of assault under 510 IPC,criminal_law,1.0,police_station,2024-07-20T10:01:20.028550,6
Criminal complaint under 441 IPC,consumer_rights,0.2,district_court,2024-07-20T10:01:20.028550,3
Civil suit for recovery of ₹3840239 regarding loan,criminal_trial,0.8,district_court,2024-07-19T10:01:20.028550,7
Civil suit for recovery of ₹4444008 regarding property,criminal_trial,0.8,district_court,2024-07-18T10:01:20.028550,7
Civil suit for recovery of ₹2793118 regarding goods,family_law,0.6,district_court,2024-07-18T10:01:20.028550,8
Police report of cheating under 396 IPC,criminal_law,0.9,police_station,2024-07-17T10:01:20.028550,6
Police report of theft under 444 IPC,criminal_law,1.0,police_station,2024-07-17T10:01:20.028550,6
Police report of assault under 450 IPC,criminal_law,1.0,police_station,2024-07-17T10:01:20.028550,6
Civil suit for recovery of ₹2386089 regarding services,civil_dispute,0.3,district_court,2024-07-17T10:01:20.028550,1
Civil suit for recovery of ₹3362790 regarding services,family_law,0.6,district_court,2024-07-09T10:01:20.028550,8
Police report of cheating under 440 IPC,criminal_law,0.9,police_station,2024-07-06T10:01:20.028550,6
Civil suit for recovery of ₹813219 regarding property,consumer_rights,0.2,district_court,2024-07-06T10:01:20.028550,3
Police report of cheating under 404 IPC,criminal_law,0.9,police_station,2024-07-06T10:01:20.028550,6
Police report of criminal intimidation under 500 IPC,criminal_law,0.9,police_station,2024-07-06T10:01:20.028550,6
Criminal appeal challenging conviction under 418 IPC,taxation,0.3,supreme_court,2024-07-06T10:01:20.028550,12
Criminal complaint under 386 IPC,consumer_rights,0.2,district_court,2024-07-06T10:01:20.028550,3
Civil suit for recovery of ₹3433582 regarding goods,family_law,0.6,district_court,2024-07-05T10:01:20.028550,8
Civil suit for recovery of ₹1597792 regarding goods,family_law,0.6,district_court,2024-07-05T10:01:20.028550,8
Civil suit for recovery of ₹4310359 regarding property,civil_dispute,0.3,district_court,2024-07-04T10:01:20.028550,1
Civil suit for recovery of ₹376788 regarding loan,family_law,0.6,district_court,2024-07-01T10:01:20.028550,8
Civil suit for recovery of ₹3430994 regarding goods,criminal_trial,0.8,district_court,2024-07-01T10:01:20.028550,7
Civil suit for recovery of ₹3030703 regarding services,criminal_trial,0.8,district_court,2024-06-30T10:01:20.028550,7
Civil suit for recovery of ₹636564 regarding goods,criminal_trial,0.8,district_court,2024-06-29T10:01:20.028550,7
Police report of theft under 509 IPC,criminal_law,1.0,police_station,2024-06-28T10:01:20.028550,6
Criminal complaint under 489 IPC,criminal_trial,0.8,district_court,2024-06-28T10:01:20.028550,7
Civil suit for recovery of ₹2139449 regarding goods,civil_dispute,0.3,district_court,2024-06-27T10:01:20.028550,1
Civil suit for recovery of ₹3458656 regarding loan,consumer_rights,0.2,district_court,2024-06-25T10:01:20.028550,3
Civil suit for recovery of ₹4050190 regarding services,family_law,0.6,district_court,2024-06-25T10:01:20.028550,8
Civil suit for recovery of ₹2695797 regarding property,family_law,0.6,district_court,2024-06-23T10:01:20.028550,8
Criminal appeal challenging conviction under 313 IPC,service_matters,0.5,supreme_court,2024-06-23T10:01:20.028550,11
Police report of assault under 400 IPC,criminal_law,1.0,police_station,2024-06-22T10:01:20.028550,6
Civil suit for recovery of ₹261151 regarding loan,consumer_rights,0.2,district_court,2024-06-22T10:01:20.028550,3
Police report of cheating under 500 IPC,criminal_law,0.9,police_station,2024-06-20T10:01:20.028550,6
Criminal appeal challenging conviction under 405 IPC,taxation,0.3,supreme_court,2024-06-16T10:01:20.028550,12
Civil suit for recovery of ₹3802386 regarding property,criminal_trial,0.8,district_court,2024-06-13T10:01:20.028550,7
Police report of cheating under 430 IPC,criminal_law,0.9,police_station,2024-06-11T10:01:20.028550,6
Civil suit for recovery of ₹1798353 regarding loan,criminal_trial,0.8,district_court,2024-06-10T10:01:20.028550,7
Police report of assault under 420 IPC,criminal_law,1.0,police_station,2024-06-09T10:01:20.028550,6
Police report of cheating under 402 IPC,criminal_law,0.9,police_station,2024-06-01T10:01:20.028550,6
Police report of theft under 407 IPC,criminal_law,1.0,police_station,2024-05-31T10:01:20.028550,6
Criminal complaint under 392 IPC,family_law,0.6,district_court,2024-05-30T10:01:20.028550,8
Police report of cheating under 381 IPC,criminal_law,0.9,police_station,2024-05-30T10:01:20.028550,6
Police report of theft under 482 IPC,criminal_law,1.0,police_station,2024-05-27T10:01:20.028550,6
Petition challenging discrimination under Article 21 of Constitution,criminal_appeal,0.7,supreme_court,2024-05-24T10:01:20.028550,5
Police report of theft under 440 IPC,criminal_law,1.0,police_station,2024-05-23T10:01:20.028550,6
Police report of cheating under 496 IPC,criminal_law,0.9,police_station,2024-05-22T10:01:20.028550,6
Civil suit for recovery of ₹2572665 regarding property,criminal_trial,0.8,district_court,2024-05-19T10:01:20.028550,7
Civil suit for recovery of ₹903891 regarding property,family_law,0.6,district_court,2024-05-17T10:01:20.028550,8
Criminal complaint under 474 IPC,criminal_trial,0.8,district_court,2024-05-16T10:01:20.028550,7
Civil suit for recovery of ₹2473025 regarding property,civil_dispute,0.3,district_court,2024-05-14T10:01:20.028550,1
Police report of theft under 492 IPC,criminal_law,1.0,police_station,2024-05-11T10:01:20.028550,6
Criminal complaint under 436 IPC,criminal_trial,0.8,district_court,2024-05-10T10:01:20.028550,7
Criminal appeal challenging conviction under 321 IPC,constitutional_law,0.8,supreme_court,2024-05-10T10:01:20.028550,2
Civil suit for recovery of ₹4054817 regarding services,civil_dispute,0.3,district_court,2024-05-08T10:01:20.028550,1
Civil suit for recovery of ₹1506452 regarding services,family_law,0.6,district_court,2024-05-06T10:01:20.028550,8
Police report of theft under 460 IPC,criminal_law,1.0,police_station,2024-05-04T10:01:20.028550,6
Civil suit for recovery of ₹245139 regarding goods,family_law,0.6,district_court,2024-05-03T10:01:20.028550,8
Civil suit for recovery of ₹1396241 regarding loan,consumer_rights,0.2,district_court,2024-05-02T10:01:20.028550,3
Police report of criminal intimidation under 468 IPC,criminal_law,0.9,police_station,2024-05-02T10:01:20.028550,6
Civil suit for recovery of ₹4016507 regarding goods,consumer_rights,0.2,district_court,2024-04-30T10:01:20.028550,3
Civil suit for recovery of ₹886825 regarding goods,consumer_rights,0.2,district_court,2024-04-28T10:01:20.028550,3
Civil suit for recovery of ₹876245 regarding loan,family_law,0.6,district_court,2024-04-26T10:01:20.028550,8
Police report of assault under 443 IPC,criminal_law,1.0,police_station,2024-04-24T10:01:20.028550,6
Civil suit for recovery of ₹4692501 regarding goods,consumer_rights,0.2,district_court,2024-04-22T10:01:20.028550,3
Police report of cheating under 410 IPC,criminal_law,0.9,police_station,2024-04-20T10:01:20.028550,6
Petition challenging discrimination under Article 32 of Constitution,constitutional_law,0.8,supreme_court,2024-04-20T10:01:20.028550,2
Civil suit for recovery of ₹956532 regarding services,consumer_rights,0.2,district_court,2024-04-16T10:01:20.028550,3
Petition challenging right to life under Article 23 of Constitution,constitutional_law,0.8,supreme_court,2024-04-16T10:01:20.028550,2
Police report of theft under 454 IPC,criminal_law,1.0,police_station,2024-04-15T10:01:20.028550,6
Criminal complaint under 371 IPC,civil_dispute,0.3,district_court,2024-04-13T10:01:20.028550,1
Civil suit for recovery of ₹3423994 regarding loan,family_law,0.6,district_court,2024-04-13T10:01:20.028550,8
Civil suit for recovery of ₹3417492 regarding services,criminal_trial,0.8,district_court,2024-04-12T10:01:20.028550,7
Police report of criminal intimidation under 430 IPC,criminal_law,0.9,police_station,2024-04-11T10:01:20.028550,6
Civil suit for recovery of ₹189680 regarding goods,consumer_rights,0.2,district_court,2024-04-10T10:01:20.028550,3
Police report of assault under 451 IPC,criminal_law,1.0,police_station,2024-04-05T10:01:20.028550,6
Civil suit for recovery of ₹3234272 regarding property,civil_dispute,0.3,district_court,2024-04-03T10:01:20.028550,1
Police report of cheating under 457 IPC,criminal_law,0.9,police_station,2024-04-03T10:01:20.028550,6
Civil suit for recovery of ₹405942 regarding goods,civil_dispute,0.3,district_court,2024-03-28T10:01:20.028550,1
